texto,rotulo
"excelente material, chegou como prometido, muito útil, era ainda melhor do que imaginei... muito satisfeita, obrigada mais uma vez...",4
"não posso avaliar algo que nem ao menos recebi, pois o produto não foi entregue até então.",1
"esse aspirador é muito potente, atendendo muito bem na limpeza de casa. recomendo a todos. e a entrega foi muito rápida.",4
"efetuei a compra do produto pelo site das americanas, o mesmo foi entregue por um parceiro da loja. o produto veio com defeito, entrei no site e recebi uma notificação que teria uma resposta em 48 horas. isso nao aconteceu. tentei ligar, porem só cai em atendimento automático, me informando que tinha que entrar em contato do parceiro. no site do parceiro, nao tinha informações para contato. enfim, comprei o produto e mais 10 dias se passaram e não sabia o que fazer. sem sequer poder usar o produto, levei o mesmo a uma assistência técnica, onde me pediram 3 dias uteis para avaliação, e agora mais 15 dias uteis para arrumar o meu produto ""novo"". decepcionante a situação e tipo de assistencia que a loja oferece nessas situações.",2
produto excelente! entrega super rápida! super recomendo o produto quanto a loja!,4
"mto bom o produto, meu filho amou só falta aprender a usá-lo agora rsrs",4
"produto excelente e entrega rápida! podem fazer a compra, recomendo!",5
"já tive vários shp2500 na última década, e os usei até o limite do desgaste. as frequências de 600hz a 4khz sempre foram o ponto fraco, mas dessa vez fiquei com a impressão de que exageraram na dose dos graves. do ponto de vista do fabricante, faz sentido, pois a maioria dos consumidores não usa placas de áudio de qualidade profissional, que não é o meu caso. já estou pensando em procurar por outro modelo com uma resposta de frequência com equilíbrio melhor.",2
estou muito chateada porque falam que vau ser entre tal dia de entragar antes sem soube celular não andam nada. e não foi a mim e sim ao visinho que não tinha nem documento. e se ele fosse agir de mal fe.,2
"entrega bem rápida e bem antes do prazo, produto em ótimas condições. super recomendo",5
produto de ótimo qualidade! super recomendo! chegou antes do esperado!,5
"esquenta muito , produto tem cheiro forte de plástico e material pouco resistente , meu cabelo ficou todo armado e já usei esse tipo de escova com uma qualidade melhor",2
material bom para proposta de enchimento. nao da pra usar sem capa.,4
comprei para colocar em minha loja e ficou lindo. valeu oppen house.,5
"comparado ao martelo do thor , está com o preço muito bom , visto que a importação de asgard é muito cara. vale a pena !",5
recomendo sao otimas as pelas da remo deu ate outro som diferente na bateria,4
o produto tem o aroma que se identifica comigo. é suave e agradável. um floral que não é enjoativo.,4
"lindo o relógio, entrega super rápida. estou satisfeita com a compra.",5
a película vinha com um adesivo indicando que deveria ser removido na hora da aplicação. esse adesivo não só deixou manhada a película como também quebrou a película na hora de remover. gastei dinheiro à toa.,1
o produto não produz eficácia alguma conforme o anunciado. não sei se pela falta de alguma substância ou por ser um produto falsificado.,1
"ótimo celular, bateria durável, câmera com excelente resolução. estou feliz com meu produto",4
produto de qualidade. só compensou porque o frete dessa vez foi muito baixo.,4
"sempre usei este perfume, umas das minhas fragrâncias favoritas",5
"não recebi o produto, não tem como avaliar uma coisa que não recebeu.",1
"gostei, mas veio com 2 arranhados, notei assim que retirei da caixa, um na traseira e outro na lateral.",4
"a bateria veio errada, essa não é a bateria do meu celular, a que eu escolhi. como que faz para trocar? se necessário pago o frete?",1
"não usei a barraca ainda, porém a minha veio com a costura não selada! mas fora esse defeito recomendo a barraca (olhando a primeira vista)",2
"funciona bem , muito simples de instalar e utilizar com smartphone e computador. a câmera gira , capta sons e também pode emitir sons enviados pelo smartphone.",5
"fiz essa compra, achando que o produto seria satisfatório! más infelizmente o produto não correspondeu minhas expectativas, pois o mesmo não fusionou",1
entrega antes do prazo. boa qualidade. recomendo. só que deveria ter um dispositivo para chamadas. fora isso está tudo bem.,3
"a cortina é bonita! o tecido é lindo! mas o material dos ilhós é plástico e inferior, dando um contraste negativo com o tecido.",3
produto bom. atende as expectativas. recomendado para quem quer otimizar espaços.,4
o produto atende a expectativa de clientes para uso não profissional.,3
excelente volante!! oferece uma ótima experiência de dirigibilidade perfeita!!!,5
"pelo valor esperava um produto sem qualidade,mais me surpreendi, eu super recomendo, sem contar com a felicidade da minha filha que amou a barraca.",4
recomendo filme muito bom entrega no prazo tudo bom atedimento,4
"produto veio queimado, não funciona e aparentemente não é original, etiqueta soltando, e a americanas me enrolando para realizar a troca, horrível serviço",1
fiz a compra e ainda não recebi. mas já na emissão da nota fiscal no que se trata de enganação (propaganda enganosa). o título do anúncio e as fotos deixam bem claro que se tratam de duas unidades de 2kg de whey. mas no corpo do anúncio e na nota fiscal são duas unidades de 900g.,1
"não recebi o produto apôs 1 mês de prazo para entrega. ressalto que optei em pagar uma taxa para receber o produto com antecedência e mesmo assim tive problema. cancelei a compra, agora estou aguardando o estorno do valor. comprei a mesma impressora em outra loja e chegou em 3 dias úteis.",1
produto muito bom! cumpre com a descrição. recomendo.,4
tenho uma coleção de carrinhos e foi uma das melhores aquisiições.,5
o produto esta com defeito e ninguém me da um retorno quero fazer a devolução!!!,1
"além do produto demorar mais de 2 meses pra entregar, o produto veio com muitas avarias, uma infinidade de peças faltantes, infelizmente vou na delegacia fazer um b.o. porquê a falta de respeito passou dos limites! se quiserem jogar o seu dinheiro no lixo é só comprar!",1
"gostei muito do produto, entrega super rápida . a barato rj esta de parabéns .",5
"assim como dito anteriormente aqui nos comentários. produto vem sem o fone de ouvido, sem o cabo usb e chip nacional não é compatível com o aparelho. nenhuma dessas informações está sendo citada na página do produto. espero não ter dores de cabeça na devolução e ressarcimento do valor pago! muito decepcionado com o vendedor deste aparelho. não recomendo mesmo!",1
"produto bom, mas com algumas deficiências. esperava mais qualidade no acabamento, a superfície é áspera, fácil de acumular poeira e difícil de limpar. a montagem também deixa a desejar, apesar da boa construção geral que dá firmeza, das boas peças de encaixe e das marcações de furação que ajudam muito, algumas junções ficam desalinhadas.",3
"comprei esse produto, não recebi até agora desde o dia 23/04. , fica a americanas e a loja que ficou de entregar em um jogo de empurro uma para outra, sem me darem satisfação, ligo falam que vai entregar o produto, minha cozinha está parada, fica aqui minha insatisfação com as americanas.",1
"gostei porque ajudou na minha necessidade, e com certeza eu indicaria este produtoo a outras pessoas",3
"amei meu celular, câmera top de linha, bateria super duradoura, carrega rápido! e a entrega em 7 dias... sem palavras, tô muito satisfeita!",5
"pensei que o produto fosse bom mas em uma semana ele ficou horrível,saindo a cor e todo manchado!!!!",1
"cheiro suave e ao mesmo tempo muito eficiente. dividi em 2 ambientes e me livrei dos mosquitos por 1 mês (lembrando que dividi em 2 potes). quando eles voltaram, fui olhar o pote e estava vazio. comprarei novamente!",5
"n encaixa n bombeia e n veda, parabéns pelo péssimo produto",1
"muito bom...chegou antes do esperado.,muito bem embalado.",5
recebi hoje até antes do prazo mais as bloquinhas nao entra no aparelho.quero trocar como voces mesmo diz o dinheiro de volta,1
"prazo abusivo/excessivo de entrega....comprei sem me atentar para essa pegadinha....não comprem, denunciem....este site caiu muito no meu conceito por oferta tão capciosa...comprei dia 23/04 paguei/boleto/dinheiro dia 24/04 e até hoje nem emitiram a nota fiscal....gostaria de ver meu dinheiro devolvido imediatamente....",2
"muito lindo! ameiiii preço muito bom, as jóias são lindas também. boa qualidade!",4
entre custo beneficio um dos melhores . o produto atende as expectativas;,3
super prático para enrolar os cabelos e de fácil manuseio.,5
"nunca vi aceitar pagamento, mais não tem o produto.to esperando meu dinheiro de volta.",1
"comprei o produto há um mês e hoje seria a data de entrega.até o presente momento o produto não chegou,acho que a americanas deveria rever esses parceiros.estou muito chateada pois sempre compro na americanas e isso nunca aconteceu estou querendo cancelar o produto.",3
como vou avaliar um produto que não chegou? da pra vocês responderem? pois o prazo de entrega já esgotou e não chega e vocês me pedem pra avaliar um produto que não chegou! espero que resolvam a situação pois a fatura já chegou e já paguei aguardo retorno!,2
"toda hora que vai pesar tem que ficar regulando, pois não para quieta a regulagem",1
satisfeitíssimo com a compra e a entrega! #partiu comprar o aeroccino3!,5
muito bom o produto é tudo oque diz no anúncio. cumpre o que é vendido.,4
comprei achando que era o modelo novo que vai até 60 metros mas não era. só vai até 40. deveriam deixar isso mais claro no anúncio.,3
no dia que chegou eu já assei pão de queijo já faz 1 mês q chegou e to amando,5
"vcs deverian ser atentos essa placa custa no maximo 1.800,00 reais",3
superou as expectativassuperou as expectativassuperou as expectativassuperou as expectativas,5
adorei essa escova. não troco por nada..... custo x benefício é tudo de bom. prática. leve. resultado rápido.,5
"mercadoria de qualidade, entrega rápida, gostei muito !!!",5
produto de ótima qualidade e entrega super rápida! estão de parabéns!!! super recomendo!!!!!,5
recomendo super top e lindo valeu americanas pelo produto,5
melhora mais na qualidade do produto... mais a entrega foi super rapido parabéns pela entrega chegou antes do prazo. sem rasuras da embalagem..,2
ótimo produto excelente entrega no prazo recomendo,5
"produto bom, mas a empresa que vende é péssima ... entrega super atrasada achei que nem ia receber mais",4
"eu já conhecia a qualidade da marca, esse produto é novo e muito bom, tô satisfeito e recomendo a compra!",4
"produto de péssima qualidade, demorou para chegar e quando chegou não funciona, imediatamente em 14.04, cancelei a compra e devolvi o produto, porém não tive nenhum retorno até o momento e pior ainda, nenhuma previsão para devolução do valor pago, completo descaso. não recomendo.",1
mais eu pedir um boneco mais veio outro modelo meu filho ficou super triste,3
"essa mangueira cumpre o que promete. a qualidade é excelente. lógico que é preciso ter os devidos cuidados, como com qualquer produto. mas, se usada corretamente, não torce como a outras e isso vai fazer ela durar muito mais tempo.",5
"o produto com 1 minuto e meio de uso ja quebrou,mandei o pedido de devolucao no mesmo dia,mas o lixo da novadigital demorou uma semana pra responder e quando fez disse q passou o prazo de devolução",1
"o produto funciona adequadamente, a entrega foi antes do prazo estipulado. único porém, o produto veio foram da embalagem original, que estava junto com ele. provavelmente era de demonstração ou foi testado.",4
boa noite.. senhores venho através desta informar que ainda não recebi o produto em questão.. seria possível contato com a transportadora para que assim resolvemos sobre a entrega.. obrigado pela atenção,3
"não gostei! perdi boa parte de meus arquivos! não grava com eficiência! a compra e a entrega sao excelentes com tudo deste site, mas infelizmente o produto nao me satisfez!",1
"... por tal, tem que saber que opiniões divergem, mas é bonzinho sim. eu recomendo. é mais adição a seus conhecimentos e que adição, pois tudo que é apresentado dos famosos anos 80 é demais",3
"leitura esclarecedora , envolvente. estou lendo ainda.",5
excelente produto com entrega inesperada de tão rápido que foi. muito antes do previsto. recomendo a todos que se interessarem!,5
"material de excelente qualidade ,eu recomendo sim e oferece total segurança para o bebe.",5
produto adequado e de qualidade porém na demonstração falava que não tinha costuras o que não corresponde a realidade.,4
"exatamente como na foto, lindo, otimo preço montagem um pouquinho complicada, mas com um vídeo q achamos no yutube correu tudo bem.",5
facilita muito a manutencao da limpeza diaria sem esforcos. recomendo,5
ótimo celular. muito bom custo benefício. recomendo.,5
"controle muito bom, só plugar e sincronizar que já vai estar funcionando com a steam sem problemas",5
"gostei muito do produto!! é diferente leve,pratico pra guardar!resistente!! é um produto bem melhor do que eu esperava !!!",5
"excelente produto, recomendo a compra. empresa confiável",5
chegou rápido e é de boa qualidade (levando-se em consideração que esses organizadores de tnt não têm as divisórias verticais internas coladas à parte inferior),5
eu estou estressado no aparelho mais pelas avaliações não tenho certeza se irei comprar o aparelho,2
"ameiii, as travessas sao lindas, vale muito a pena!",5
ótimo produto e tem atendido minhas necessidades. recomendo,4
"horrível, umas das piores coisas que já comprei na internet, antes mesmo de usar tentei prender a alça e quebrou a presilha, quase não consegui colocar nas costas pois sou alto, forte e quase não entrou pois as alças são muito juntas em cima uma da outra, e no terceiro dia elas se arrebentaram de tão frageis que são, eu andando de moto e do nada rasga, sem peso... horrivel , não recomendo.",1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,3
"o celular chegou em perfeito estado e dentro do prazo. é um bom telefone, comprei pelo armazenamento de 32gb. é isto.",4
só acho que ela o estabilizador na câmera. fora isso tudo bom até o momento.,4
"minha opinião, no sétimo dia contactei americanas, disseram que não podiam fazer nada, porque era avariasou cliente a muito tempo, achei uma falta de respeito com o cliente por isso, estou pensando entrar na justiça",2
"vocês me mandaram um produto estragado , com defeito, nao funciona , quero que trocam ele e me mandam um novo que funciona urgente.... aguardo a resposta .....",1
o produto é de boa qualidade e a entrega ocorreu bem antes do prazo previsto.,5
"comprei veio a bacia toda amassada e descentralizada. então a fábrica entrou em contato comigo e enviaram outra pta mim. chegou hoje perfeita, mais continua descentralizada devido os parafusos estarem no lugar errado. aff",1
"mas a câmera a noite deixa muito a desejar, fica parecendo pintura. além de quê a americanas demorou quase dois meses para me entregar o produto.",3
"o produto é bom, mas a loja não é séria! enviaram um cor diferente da solicitada!",3
"indignado com as lojas americanas, eu comprei o produto e nunca foi entregue, não respondem minhas reclamações e ficaram com meu dinheiro. nunca mais voltarei comprar nesta empresa.",1
carregador muito bom. ótima qualidade e carrega varias vezes. para quem procura um carregador potente e rapito esta é uma otima opção de compra. super indico.,4
comprei para dar de presente.chegou antes do prazo e funcionou perfeitamente.,5
não posso dizer nada sobre o conteudo do livro pois ainda não tive tempo de lelo mas queria ressaltar aqui o prazo que era de 18 dias e chegou em 4 dias parabens americanas,4
excelente luva de proteção para praticantes de cross training.,5
super prático para dar aquela ajeitadinha no cabelo...,4
"super recomendo !!! totalmente resistente, comprei tamanho g, e foi ideal para meu akita, que adorou a caminha. fácil de montar e lavável.",5
eficiente não trava e o mais importante a bateria dura em torno de 24h,5
"ótima ferramenta para frear a investida do titã louco, pena que os vingadores não puderam utilizá-la já que nem o tony stark quis desembolsar esse valor por ela, nem pra salvar metade da vida do universo.",5
o problema e que a confecção menor que dos outros fornecedores.,3
"produto discreto, super combinou com toda sala. recomendo. loja beemóveis excelente.",5
"o acabamento fica horrivel, mas é perfeito pra proteção da criança. poderia vir partido já, pois isso evita de partirmos errado e ficar desigual.",3
"esse produto é excelente, já havia usado para uma cachorrinha que adotei e estava com infestação de carrapatos... no dia seguinte já não tinha nenhum mais... e agora usei para pulga, também resolveu meu problema em 1 dia...",5
"o sofá atendeu minhas espectativas, é até maior do que eu imaginava... recomendo.",4
"""parceiro"" rei da rede manda outro modelo inferior. experiência própria! já comprei e devolvi. não se enganem pelo preço bem abaixo!",1
o produto chegou rápido e superou minhas espectativas,4
"o engate em si é bom, mas a tampa que fica embaixo da bola veio errada (pequena demais, ou seja, não encaixa no engate). além disso, não veio a tomada. absurdo!",1
aguardando a americanas.com tomar as devidas providências para que o produto comprado seja entregue!,1
tão bom que esqueci no táxi na caixa sem habilitar comprei outro igual,5
usei pouco ate o momento ... mas realmente deixa os graos moidos ... recomendo.,3
"muito bom produto,excelente databook sobre one piece.",5
"comprei para até 42"" e recebi para até 32"" e agora quase 15 dias que solicitei a troca ou devolução não recebi contato do vendedor!!!",1
"a entrega foi dentro do prazo e esse livro , quem conhece sabe do esforço e luta que teve pelo preconceito racial, ótimo livro.",5
fiz o pedido e esperei mais de 1 mês pelo produto e no dia da entrega simplesmente a americanas cancelou meu pedido dizendo que o parceiro não entregou. falta de respeito,1
"muito bonito para deixar de enfeito ou decoração em sua estante. muito bem contruído, detalhado e de boa qualidade.",5
super recomendo esse produto... foi entregue antes do prazo estou super satisfeita,5
adquiri esse carregador mencionado como carregador fast e ele é muito lento para carregar. não recomendo para quem procura carregador para carga rápida.,1
"comprei o meu e no ato da instalação estava dando choque na carcaça, com 18 dias de instalado deu curto circuito na placa da condessadora, e custa r$900,00 so a placa, agora vou comprar outro aparelho para repor a placa do que deu defeito ate conseguir recuperar a placa. nem adiantou acionar a garantia pois disseram que nao cobre, e o técnico ao verificar encontrou uma fiação da placa em curto com cano de gas do compressor( falha de montagem em fabrica) quando estava funcionando era um ótimo aparelho, esfria rápido e silencioso, acho que foi falta de sorte, vou arriscar de novo para ver se dou mais sorte. outro detalhe, é uma tecnologia nova e tem pouquíssimo técnico que conheça.",2
muito bom produto ótima qualidade bem embaladae entrega no prazo combinado.,5
"saudades de quando americana entregava em 3 dias úteis, pois atualmente demora demais.",1
"sou cliente das lojas americanas há muito tempo, sempre comprei pela internet e sempre fui satisfeita. porém nessa compra deixou a desejar!! comprei 3 celular de 32gb e a best price enviou os aparelhos de 16gb, só fui ver após ter instalado tudo e colocado a película. entrei em contato com a best price e passaram que iriam verificar a troca, o retorno demorou bastante. resumindo, faz 1 mês que efetuei a compra e ainda estou sem os celulares. o retorno demora muitoooooo",3
"boa tarde! achei estranho o processo de entrega das carteiras, mais no geral gostei muito do serviço. com certeza vou comprar novamente!",5
a unica parte ruim e que aparece uns anúncios do nada as veses ate com a tela desligada a noite ele começa a pasar uns videos de anúncios. ...,3
"produto chegou quebrado, a caixa toda amassada, as peças não se encaixam, a cozinha desmonta toda hora.... imagina a frustação de uma criança que ganha o produto!!!! ok, preço bom, mas de vdd, vale a pena investir mais e ter um produto melhor!!!!",1
ótimo produto. ótimo produto. ótimo produto. ótimo produto.,5
"o filtro é bom, fácil de instalar. o refil também é fácil de instalar e já vem com a bateria que também precisa ser trocada. o filtro conta 9 meses e depois disso começa a anunciar a necessidade de troca. ponto negativo na minha opinião é a durabilidade. ou o profundo deveria durar pelo menos 18 meses ou ser mais barato.",2
"enviado produto errado, sem regulador de vazão. só houve possibilidade de verificar o erro na hora de instalar.",1
"chego na data prevista, e produto até então está funcionando perfeitamente",5
quero saber como vai ficar pq paguei pelo produto e ninguém me deu uma satisfação estou muito triste com isso nota 0 pra vocês,1
"nao pareia corretamente, perde a conexao frequentemente, aplicativo para o uso da smartband pobre, nao é possivel colocar mais que 2 alarmes. as vezes desliga sozinha, nao permite adicionar aplicativos para notificacao somente os que sao autorizados por ela. conta passos com você parado, pressao arterial incorreta. resumo: nao vale sequer o valor do frete, só nao devolvo porque passou os 7 dias de proteção. guarde dinheiro e compre uma smartband decente.",1
"a panela é boa mas, a pintura veio um pouco danificada.",3
não tenho como avaliar o produto porque nunca recebi... paguei e não recebi.... partiu reclame aqui....,1
tecido de má qualidade. e fica escorregando do sofá.,2
"muito bom esse produto, muito bom mesmo, gostei bastante!",4
"não recomendo o produto para profissionais, pois não é fidedigno. qualidade questionável.",1
"o teflon da panelinha é muito fraquinho. com os garfinhos, já está todo riscado no segundo uso.",3
"smart tv led 49"" lg 49uj6525 com conversor digital 4 hdmi 2 usb painel ips, hdr e magic mobile",4
"produto muito bonito,preço justo e com qualidade, a entrega foi super rápida.",5
uma amiga cabeleireira indicou e fiquei mega satisfeita com ele...o cabelo fica maravilhoso e eu agora só uso ele.,5
"como posso avaliar o que nem recebi comprei dia 7/4 até hj dia 8/5 não chegou péssima loja liguei pra cancelar compra mas primeiro o produto tem que chegar na minha casa,eu recusa-lo, ele demorar mais de 30 pra voltar pra transportadora pra eu abrir protocolo de devolução, pra demorar mais 30 dias pra vcs depositarem meu estorno absurdo nunca mais",1
"no dia 08/04/2018 comprei a bicama do modelo citado acima, a mesma veio com os defeitos listados abaixo: -peças com problema de alinhamento (torta) -cabeceira com encaixe inadequado. -revestimento e pintura danificado. o mesmo seria montado por um profissional que me aconselhou fazer a devolução do mesmo. entrei em contato com americanas e solicitei a devolução e estorno do valor. a retirada foi feita em 16/04/2018, porem o estorno não foi realizado. fiz contato por 5 vezes, e já vi que a briga está se arrastando para uma ação judicial, pois tenho toda a comprovação de retirada e inclusive pagamento que está sendo creditado no meu cartão de credito. 30 dias da compra já se passaram e nem americanas.com ou tricae me propos uma solução até o breve momento. no mais não indico a compra desse produto afim de evitar maiores transtornos.",1
o produto foi entregue como previsto e gostamos muito,4
chegou um oxímetro de marca diferente do que está descrito e o que está na imagem e ainda sem capa e pilhas.,2
ela disse que esquenta super rápido. a entrega aconteceu em 1 dia útil pelo fornecedor efacil.,4
aguardando retirada e devolução do pagamento. comuniquei o problema imediatamente ao recebimento e ainda não fui atendido.,1
simples pratico e eficiente serve o proposito dele,4
"excelente para quem viaja de avião! pequena, leve e prática. serve também para usarmos em casa.",5
"esse pedido foi feito em minha conta, mas não fui eu quem pediu. informei vocês e o pedido foi cancelado. portanto não recebi. mas quero registrar uma insatisfação que se deve ao fato de uma outra pessoa ter entrado em minha conta, utilizar um cartão de crédito que não é meu mas estava em meu nome e mesmo assim o pedido e o pagamento serem aprovados",1
não recebi a entrega ainda vai fazer 1 mês amanhã estou querendo cancelar a compra,1
comprei sem saber que era tão boa. vale muito a pena porque é muito prática e útil.,5
"produto original, conforme indica a embalagem, o vendedor cumpriu com o combinado",3
"eu comprei achando que alem da qualidade fosse bonito o conjunto, mas me enganei, é liiiiindo, a qualidade, a cor, tudo, fora quechegou beeeeemmm antes do prazo, estou muito feliz.",5
chegou bem rápido e o produto é muito bom...recomendo!!,4
ai presta ai vale a pena pagar comprei e gostei 10,4
o aparelhor bom mais encontro aparelhos melhores nete valor...foi pra minha irma ela gostou....,3
ótimo custo benefício.jogos no estilo dos antigos atari,3
"ótimo custo/benefício, boa configuração, o processamento dos app é um pouco lento mas nada absurdo e entrega antes do prazo.",4
o televisor que adquiri nas lojas americanas é excelente! qualidade do som e da imagem são impecáveis!,5
"o colchão é bom, durou o fim de semana inteiro sem murchar, a entrega foi rápida e todo o processo de compra foi simples",5
comprei minha tv tem mais 8 dias até hoje não entregou tô muito chatiada...,4
"produto muito potente e silencioso, além do design que é muito bonito! recomendo.",4
"preciso gritar: eu não recebi o produto!! eu já paguei por ele, mas vocês não me entregaram o produto!! estou profundamente arrependido!!!",1
"produto bom bonito e barato, recimendo pela facilidade de uso e opções",4
"o produto chegou no tempo estipulado, com um pouco de antecedência inclusive. estou muito satisfeito. recomendo.",4
"ao ligar a moto, ele ascende quando quer, nao recomendo o item. fica fazendo barulho de abelha e nao ascende, so depois de desligar e ligar a ignição por diversas vezes.",1
"adorei o estojo. prático, de boa qualidade e bom preço.",3
produto bom cheiroso e chegou no prazo certo!!!!!!!!,4
os produtos itatiaia premium são excelentes! e a americanas.com está de parabéns!,5
eu deveria ter imaginado que um produto tão barato não poderia ter a qualidade que o anúncio promete.,1
extremamente arrependido!!! imitação barata de um perfume barato. não comprem!!!!,1
atendeu as expectativas. estou satisfeito. recomendo. não quero digitar mais.,4
"deixa a criança mais confortável com o cinto sem comprometer a segurança. e o detalhe mais importante a criança não fica colocando cinto para trás do corpo, o choro e a irritação, a luta para não colocar o cinto deixaram de existir.",5
"acho que nas observações deveria deixar claro qual tipo de tabua de passar ela serve, por exemplo as que tem suporte de ferro não fica como deveria.",2
nem nota fiscal veio o prazo pra entrega ta terminando vou esperar o prazo da entrega terminar pra cancelar são quase um mês pra entrega comprei um celular direto nas americanas levou uma semana pra ser entregue essas lojas filiadas não vale a pena muito tempo pra entrega,1
"só tive que vender meu rim, mas a marreta funciona perfeita mente.... :)",5
"chegou no prazo, e o produto é o que eu esperava. -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",4
"excelente o produto, atendeu as minhas expectativas, recomendo.",5
perfeitoooo e a entrega foi muitooooooooooo rápida recomendo demais!!,5
uso a vários anos e gosto muito do resultado em vários tipos de cabelo,4
"o produto não foi entregue, fiz 3 solicitações de esclarecimentos no campo de comunicação de problemas do site e não obtive respostas ou contato. verifiquei o status do pedido agora cedo e consta como pedido cancelado, sem qualquer contato. gostaria de saber como será feito o estorno do pagamento.",1
recomendo a compra do produto. entrega rapida e eficiente,4
"ótimo funcionamento, bonito design. a marca já inspira confiança.",4
bateria lixo aparelho de última geração lixo amperagem... quem inventou não percebeu kkkkk,1
"adoro fazer varias receitas low carb com a farinha de amendoa, infelizmente ela eh sempre muito cara. tenho esperanca de um dia encontrar essa farinha mas barata.",5
"muito boa a capa, não transfere nada de liquido para o colchão, salvou minha vida!",5
"o produto é bem fraco, ao fazer a montagem ela meio que se abre onde coloca o prego, mas pelo preço que paguei é bom!",3
"muito bom o produto e a qualidade do mesmo, a entrega foi muito rápida e bem antes do prazo previsto.",5
"comprei o perfume já faz 3 semanas e ainda não emitiu a nota fiscal, detalhe que o pagamento já foi realizado. no site não tem nenhuma atualização desdo mês passado. gostaria de um parecer sobre essa situação. att.",2
muito bom!!! ficou ótimo deu certinho no patinete!!,4
"estou muito satisfeito com o produto, muito bem feito e a entrega foi feita dentro do tempo combinado.",5
a parte de cima da mesa é ótima muito funcional....mas as pernas são muito fracas quando a criança tenta se apoiar elas soltam.,2
o produto nao atende ao que promete é muito difícil fazer a sobrancelha com ele não delpila os pelos.,1
ele é um produto muito bom e inteligente. recomendo muito,5
"estou satisfeita com o aspirador, supriu minha necessidade recomenfo.",4
"a sapateira é bonita e espaçosa, o problema é o material, muito frágil, depois de montada fica balançando, balangando, parece que a qualquer momento pode cair. não gostamos, não vale a pena gastar quase 400 reais nisso.",2
"avalio esse produto como uma mercadoria de boa qualidade, resistente, de bom preço e um ótimo investimento. excelente relação custo x benefício...",4
atendeu muito bem as mingas necessidades !! facilitou meu trabalho doméstico !!,4
no anúncio é duralex mas produto é marinex .. qualidade muito inferior .. fiz a devolução do produto faz mais de um mês e ainda não fui reembolsado !! muito insatisfeito com essa empresa,1
"chave top, solta e aperta parafusos, abre cofre de banco, abre a casa branca, abre a porta da área 51, abre as portas do céu.",5
"não gostei da compra, o meu veio dourado quase rosa. o fone não sincroniza com o relogio. whatsapp não funciona. bateria dura muito menos do que imaginei.",1
"o teclado é muito bom, teclas macias, com atalhos úteis e o design muito bonito, mas infelizmente o mouse tem três pontos negativos: 1- o scroll é muito sensível por não ter a trava durante o deslize, quando você resolve clicar com o scroll ele acaba deslizando sozinho um pouco, afetando a precisão caso você queira clicar com o scroll em um link ou botão pequeno. 2- o clique do scroll é muito pesado se comparado a modelos anteriores, exigindo um pouco mais de força no dedo, o que pode afetar na velocidade se você precisar clicar frequentemente com o scroll. 3- devido a essa falta da trava no scroll ele funciona de forma diferente e acaba não respondendo corretamente em alguns jogos/softwares, sendo necessário você instalar o driver/utilitário dele (é possível encontra-lo no site da microsoft), com este utilitário, nas configurações do mouse, ele te pergunta se ""em determinado jogo/software o scroll não está respondendo como deveria"", então você cadastra o jogo/software e ele passa a funcionar corretamente, ou seja, é realmente uma necessidade de configuração em alguns casos. tirando isso a qualidade do kit é muito boa. apenas não recomendo o produto por completo devido a esse detalhe do mouse.",3
"carrinho nao anda direito na pista, para quando faz curva e nao sobe a rampa. as rodas parecem desalinhadas",1
"preço bom, ótimo custo benefício. ventila bem, chegou antes do previsto. recomendo!",4
celular chegou antes da data prevista e em perfeito estado.,5
eu recomendo tecido maravilhoso o peço bem agradável entrega super rápida na cortina da moranguinho,5
"está fazendo 6 meses que essa impressora foi adquirida para empresa, onde é usada bastante vezes ao dia. ela é incrível. imprime rápido e quando colocada para imprimir na melhor qualidade não decepciona! agora depois de 6 meses de uso utilizamos pouco mais da metade da tinta que veio junto na compra, ou seja nesse mesmo período no passado , já teríamos gasto mais de 15 cartuchos de tinta! economia na certa! custo x beneficio indiscutíveis. vale lembrar que para as folhas serem puxadas certas, elas precisam estar secas e soltinhas, então vale a pena investir numa cabine de luz para armazenamento das mesmas antes de irem para impressão.. mas eu não utilizo e mesmo assim dá certo :)",5
"demorou um pouco mais para chegar em visto as outras compras que já fiz no site, mas por ser um lançamento, mesmo assim chegou 4 dias antes do prazo estipulado pela loja, celular muito lindo, funcionalidades tops, câmera boa, rápido, simplesmente top..top..top, super recomendo!",5
"se fica na tomada faz um zumbido que do é interrompido se ligar o celular pra carregar... não uso mais, 2 semanas de uso... arrependido....",1
o produto recebido está de acordo com a expectativa e chegou antes da data esperada. muito satisfeito.,4
"gostei, tem varios tipos de jato e para guardar não ocupa espaço. muito bom, recomendo!",5
"facilitou a batalha recomendo, apesar de demorar pra chegar já que vem de outra galáxia.",5
não é blacaut é de plástico parece uma.lona de caminhão ridículo plástico duro feio gente lona mesmo,1
"aspira muito bem,fácil manuseio e preço acessível.",5
"funciona bem, vendedor muito atencioso. vou comprar sempre",5
o pneu tem um excelente custo/beneficio e chegou antes do prazo !,5
"o produto atende as descrição, fácil utilização. só a bateria que não dura por muito tempo.",4
